frame,id,raw_x,raw_y,comp_x,comp_y,dx,dy,dist
46,5,522,639,166,663,356,-24,356.81
46,6,722,487,383,490,339,-3,339.01
46,7,670,598,330,615,340,-17,340.42
46,8,1589,862,1370,895,219,-33,221.47
46,11,835,480,509,480,326,0,326.00
46,13,1214,482,934,477,280,5,280.04
46,16,866,850,560,893,306,-43,309.01
46,17,200,489,-200,500,400,-11,400.15
46,9,1590,589,1359,590,231,-1,231.00
46,18,1146,461,857,454,289,7,289.08
47,1,1165,594,882,602,283,-8,283.11
47,2,1518,706,1282,722,236,-16,236.54
47,3,1046,786,757,818,289,-32,290.77
47,4,1246,607,973,616,273,-9,273.15
47,5,520,638,162,662,358,-24,358.80
47,6,722,486,382,489,340,-3,340.01
47,7,670,597,328,614,342,-17,342.42
47,8,1592,864,1372,897,220,-33,222.46
47,11,836,480,509,480,327,0,327.00
47,13,1212,479,930,473,282,6,282.06
47,16,866,849,558,892,308,-43,310.99
47,17,200,489,-202,500,402,-11,402.15
47,9,1589,587,1357,588,232,-1,232.00
47,18,1144,460,853,453,291,7,291.08
48,1,1163,593,878,601,285,-8,285.11
48,2,1518,706,1281,722,237,-16,237.54
48,3,1046,786,756,819,290,-33,291.87
48,4,1245,605,971,613,274,-8,274.12
48,5,519,639,159,663,360,-24,360.80
48,6,722,485,380,488,342,-3,342.01
48,7,669,597,325,614,344,-17,344.42
48,8,1595,865,1374,898,221,-33,223.45
48,11,836,479,507,479,329,0,329.00
48,13,1209,478,925,472,284,6,284.06
48,16,866,850,557,893,309,-43,311.98
48,17,202,489,-201,501,403,-12,403.18
48,9,1587,585,1353,586,234,-1,234.00
48,18,1142,462,849,456,293,6,293.06
49,1,1162,593,876,601,286,-8,286.11
49,2,1518,705,1279,721,239,-16,239.53
49,3,1046,786,754,819,292,-33,293.86
49,4,1244,604,968,612,276,-8,276.12
49,5,520,639,158,663,362,-24,362.79
49,6,723,486,379,489,344,-3,344.01
49,7,669,596,323,613,346,-17,346.42
49,8,1596,865,1373,898,223,-33,225.43
49,11,837,478,507,478,330,0,330.00
49,13,1208,477,922,471,286,6,286.06
49,16,867,850,556,893,311,-43,313.96
49,17,203,489,-202,501,405,-12,405.18
49,9,1586,585,1350,586,236,-1,236.00
49,18,1141,464,846,458,295,6,295.06
50,1,1160,593,872,601,288,-8,288.11
50,2,1518,705,1278,721,240,-16,240.53
50,3,1046,785,752,818,294,-33,295.85
50,4,1243,602,965,610,278,-8,278.12
50,5,521,640,158,664,363,-24,363.79
50,6,723,486,378,489,345,-3,345.01
50,7,670,595,323,612,347,-17,347.42
50,8,1599,865,1375,898,224,-33,226.42
50,11,838,476,506,476,332,0,332.00
50,13,1206,477,918,471,288,6,288.06
50,16,866,851,554,894,312,-43,314.95
50,17,204,489,-203,501,407,-12,407.18
50,9,1584,585,1346,586,238,-1,238.00
50,18,1138,464,841,458,297,6,297.06
51,1,1159,590,869,598,290,-8,290.11
51,2,1517,705,1275,721,242,-16,242.53
51,3,1045,785,750,818,295,-33,296.84
51,4,1242,601,963,609,279,-8,279.11
51,5,522,640,158,664,364,-24,364.79
51,6,723,486,376,489,347,-3,347.01
51,7,671,593,323,609,348,-16,348.37
51,8,1601,864,1376,897,225,-33,227.41
51,11,839,475,506,475,333,0,333.00
51,13,1205,476,916,470,289,6,289.06
51,16,866,850,552,893,314,-43,316.93
51,17,204,488,-204,500,408,-12,408.18
51,9,1582,585,1343,586,239,-1,239.00
51,18,1136,462,838,456,298,6,298.06
52,1,1157,589,866,597,291,-8,291.11
52,2,1516,705,1273,721,243,-16,243.53
52,3,1044,784,748,817,296,-33,297.83
52,4,1240,599,959,607,281,-8,281.11
52,5,521,640,155,664,366,-24,366.79
52,6,723,485,375,488,348,-3,348.01
52,7,672,591,322,607,350,-16,350.37
52,8,1603,866,1378,899,225,-33,227.41
52,11,840,474,505,474,335,0,335.00
52,13,1202,476,911,470,291,6,291.06
52,16,866,850,551,893,315,-43,317.92
52,17,205,488,-204,500,409,-12,409.18
52,9,1579,585,1338,586,241,-1,241.00
52,18,1135,462,835,456,300,6,300.06
53,1,1157,587,865,595,292,-8,292.11
53,2,1514,706,1270,722,244,-16,244.52
53,3,1043,784,746,817,297,-33,298.83
53,4,1237,599,955,607,282,-8,282.11
53,5,520,640,153,664,367,-24,367.78
53,6,723,485,374,488,349,-3,349.01
53,7,673,589,322,605,351,-16,351.36
53,8,1604,868,1378,901,226,-33,228.40
53,11,841,474,505,474,336,0,336.00
53,13,1200,474,908,468,292,6,292.06
53,16,866,851,550,894,316,-43,318.91
53,17,205,488,-206,500,411,-12,411.18
53,9,1576,585,1334,586,242,-1,242.00
53,18,1133,458,832,451,301,7,301.08
53,19,1352,933,1099,978,253,-45,256.97
53,20,1633,586,1398,586,235,0,235.00
54,1,1155,586,861,594,294,-8,294.11
54,2,1512,705,1267,721,245,-16,245.52
54,3,1041,784,743,817,298,-33,299.82
54,4,1235,598,952,606,283,-8,283.11
54,5,518,639,150,663,368,-24,368.78
54,6,723,485,373,488,350,-3,350.01
54,7,673,587,321,603,352,-16,352.36
54,8,1607,868,1381,901,226,-33,228.40
54,11,841,473,505,473,336,0,336.00
54,13,1197,473,903,467,294,6,294.06
54,16,866,851,550,894,316,-43,318.91
54,17,206,489,-205,501,411,-12,411.18
54,9,1573,584,1330,585,243,-1,243.00
54,18,1132,457,830,450,302,7,302.08
54,19,1352,933,1098,978,254,-45,257.96
54,20,1632,585,1396,585,236,0,236.00
55,1,1153,584,859,592,294,-8,294.11
55,2,1512,705,1266,721,246,-16,246.52
55,3,1040,784,741,817,299,-33,300.82
55,4,1233,594,949,602,284,-8,284.11
55,5,516,639,147,663,369,-24,369.78
55,6,723,485,372,488,351,-3,351.01
55,7,674,586,322,602,352,-16,352.36
55,8,1608,868,1381,901,227,-33,229.39
55,11,842,472,505,472,337,0,337.00
55,13,1195,471,901,465,294,6,294.06
55,16,865,850,548,893,317,-43,319.90
55,17,206,489,-206,501,412,-12,412.17
55,9,1571,584,1327,585,244,-1,244.00
55,18,1131,457,828,450,303,7,303.08
55,19,1352,933,1097,978,255,-45,258.94
55,20,1631,584,1394,584,237,0,237.00
55,21,1879,855,1684,882,195,-27,196.86
56,1,1151,584,857,592,294,-8,294.11
56,2,1510,704,1265,720,245,-16,245.52
56,3,1038,784,739,817,299,-33,300.82
56,4,1230,594,946,602,284,-8,284.11
56,5,512,639,143,663,369,-24,369.78
56,6,722,484,372,487,350,-3,350.01
56,7,674,586,322,602,352,-16,352.36
56,8,1607,869,1381,902,226,-33,228.40
56,11,841,471,504,471,337,0,337.00
56,13,1191,470,896,464,295,6,295.06
56,16,863,850,546,893,317,-43,319.90
56,17,206,489,-205,501,411,-12,411.18
56,9,1568,582,1324,583,244,-1,244.00
56,18,1128,456,825,449,303,7,303.08
56,19,1350,933,1096,978,254,-45,257.96
56,20,1629,584,1392,584,237,0,237.00
56,21,1874,855,1679,882,195,-27,196.86
57,1,1147,583,852,591,295,-8,295.11
57,2,1510,703,1264,719,246,-16,246.52
57,3,1038,784,739,817,299,-33,300.82
57,4,1227,594,942,602,285,-8,285.11
57,5,511,640,142,665,369,-25,369.85
57,6,721,484,370,487,351,-3,351.01
57,7,674,586,322,602,352,-16,352.36
57,8,1607,869,1380,902,227,-33,229.39
57,11,841,470,504,470,337,0,337.00
57,13,1188,468,893,462,295,6,295.06
57,16,862,849,545,892,317,-43,319.90
57,17,205,491,-207,503,412,-12,412.17
57,9,1565,581,1320,582,245,-1,245.00
57,18,1126,458,823,452,303,6,303.06
57,19,1350,933,1095,978,255,-45,258.94
57,20,1628,583,1391,583,237,0,237.00
57,21,1872,856,1677,884,195,-28,197.00
57,22,1619,488,1376,477,243,11,243.25
58,1,1145,583,849,591,296,-8,296.11
58,2,1508,702,1261,718,247,-16,247.52
58,3,1038,784,738,817,300,-33,301.81
58,4,1225,594,939,602,286,-8,286.11
58,5,509,640,139,665,370,-25,370.84
58,6,720,483,368,486,352,-3,352.01
58,7,674,586,321,602,353,-16,353.36
58,8,1608,869,1381,902,227,-33,229.39
58,11,841,469,503,468,338,1,338.00
58,13,1186,468,890,462,296,6,296.06
58,16,861,849,543,892,318,-43,320.89
58,17,206,491,-206,503,412,-12,412.17
58,9,1562,579,1316,580,246,-1,246.00
58,18,1124,458,820,452,304,6,304.06
58,19,1350,933,1095,978,255,-45,258.94
58,20,1626,582,1388,582,238,0,238.00
58,21,1868,856,1672,884,196,-28,197.99
58,22,1618,487,1375,476,243,11,243.25
59,1,1143,583,846,591,297,-8,297.11
59,2,1507,701,1259,717,248,-16,248.52
59,3,1038,784,738,817,300,-33,301.81
59,4,1223,594,936,602,287,-8,287.11
59,5,508,639,137,664,371,-25,371.84
59,6,719,483,366,486,353,-3,353.01
59,7,674,586,321,602,353,-16,353.36
59,8,1610,871,1383,905,227,-34,229.53
59,11,841,468,503,467,338,1,338.00
59,13,1183,469,886,463,297,6,297.06
59,16,861,849,542,892,319,-43,321.89
59,17,208,493,-205,506,413,-13,413.20
59,9,1558,579,1311,580,247,-1,247.00
59,18,1121,459,816,453,305,6,305.06
59,19,1350,934,1094,979,256,-45,259.92
59,20,1626,581,1387,581,239,0,239.00
59,21,1863,858,1666,886,197,-28,198.98
59,22,1616,486,1372,475,244,11,244.25
60,1,1141,582,843,590,298,-8,298.11
60,2,1506,700,1258,716,248,-16,248.52
60,3,1038,784,737,817,301,-33,302.80
60,4,1220,593,932,601,288,-8,288.11
60,5,508,639,137,664,371,-25,371.84
60,6,718,482,365,485,353,-3,353.01
60,7,674,585,320,601,354,-16,354.36
60,8,1613,871,1386,905,227,-34,229.53
60,11,841,467,502,466,339,1,339.00
60,13,1180,469,882,463,298,6,298.06
60,16,861,849,542,892,319,-43,321.89
60,17,208,494,-205,507,413,-13,413.20
60,9,1556,578,1308,579,248,-1,248.00
60,18,1118,460,812,454,306,6,306.06
60,19,1350,934,1094,979,256,-45,259.92
60,20,1625,580,1386,580,239,0,239.00
60,21,1858,857,1659,885,199,-28,200.96
60,22,1614,486,1369,475,245,11,245.25
61,1,1139,579,841,587,298,-8,298.11
61,2,1504,699,1256,714,248,-15,248.45
61,3,1036,784,735,817,301,-33,302.80
61,4,1217,591,929,599,288,-8,288.11
61,5,507,639,136,664,371,-25,371.84
61,6,717,482,364,485,353,-3,353.01
61,7,674,583,320,599,354,-16,354.36
61,8,1614,871,1387,905,227,-34,229.53
61,11,841,467,502,466,339,1,339.00
61,13,1178,468,880,462,298,6,298.06
61,16,861,849,542,892,319,-43,321.89
61,17,208,494,-205,507,413,-13,413.20
61,9,1553,577,1305,578,248,-1,248.00
61,18,1115,458,809,452,306,6,306.06
61,19,1350,934,1094,979,256,-45,259.92
61,20,1623,579,1383,579,240,0,240.00
61,21,1852,856,1653,884,199,-28,200.96
61,22,1612,486,1367,475,245,11,245.25
62,1,1137,577,838,584,299,-7,299.08
62,2,1502,699,1253,715,249,-16,249.51
62,3,1035,783,734,816,301,-33,302.80
62,4,1215,591,927,599,288,-8,288.11
62,5,506,639,134,664,372,-25,372.84
62,6,716,482,362,485,354,-3,354.01
62,7,675,582,321,598,354,-16,354.36
62,8,1615,872,1388,906,227,-34,229.53
62,11,840,466,501,465,339,1,339.00
62,13,1176,466,877,460,299,6,299.06
62,16,860,849,541,893,319,-44,322.02
62,17,209,494,-204,507,413,-13,413.20
62,9,1550,577,1301,578,249,-1,249.00
62,18,1113,457,806,451,307,6,307.06
62,19,1350,934,1094,979,256,-45,259.92
62,20,1620,579,1380,579,240,0,240.00
62,21,1847,855,1647,883,200,-28,201.95
62,22,1609,485,1363,474,246,11,246.25
63,1,1135,575,836,582,299,-7,299.08
63,2,1499,699,1249,715,250,-16,250.51
63,3,1033,783,731,816,302,-33,303.80
63,4,1214,589,925,597,289,-8,289.11
63,5,505,639,133,664,372,-25,372.84
63,6,715,481,361,484,354,-3,354.01
63,7,674,579,319,594,355,-15,355.32
63,8,1617,872,1390,906,227,-34,229.53
63,11,840,466,500,465,340,1,340.00
63,13,1174,464,874,458,300,6,300.06
63,16,860,849,540,893,320,-44,323.01
63,17,209,494,-205,507,414,-13,414.20
63,9,1546,577,1297,578,249,-1,249.00
63,18,1111,456,803,450,308,6,308.06
63,19,1351,934,1094,979,257,-45,260.91
63,20,1618,579,1377,579,241,0,241.00
63,21,1844,854,1643,882,201,-28,202.94
63,22,1607,485,1361,474,246,11,246.25
64,1,1133,574,833,581,300,-7,300.08
64,2,1498,699,1248,715,250,-16,250.51
64,3,1031,783,729,816,302,-33,303.80
64,4,1212,588,922,595,290,-7,290.08
64,5,504,638,131,663,373,-25,373.84
64,6,713,481,358,484,355,-3,355.01
64,7,675,578,320,593,355,-15,355.32
64,8,1618,872,1391,906,227,-34,229.53
64,11,839,465,499,464,340,1,340.00
64,13,1171,463,871,457,300,6,300.06
64,16,860,849,540,893,320,-44,323.01
64,17,210,493,-204,506,414,-13,414.20
64,9,1542,576,1292,577,250,-1,250.00
64,18,1109,456,801,450,308,6,308.06
64,19,1351,934,1094,979,257,-45,260.91
64,20,1617,579,1376,579,241,0,241.00
64,21,1840,854,1638,882,202,-28,203.93
64,22,1605,484,1358,473,247,11,247.24
65,1,1130,573,830,580,300,-7,300.08
65,2,1497,698,1247,714,250,-16,250.51
65,3,1029,783,726,816,303,-33,304.79
65,4,1209,588,919,595,290,-7,290.08
65,5,503,638,130,663,373,-25,373.84
65,6,713,481,358,484,355,-3,355.01
65,7,675,577,320,592,355,-15,355.32
65,8,1619,873,1392,907,227,-34,229.53
65,11,839,466,499,465,340,1,340.00
65,13,1169,462,868,455,301,7,301.08
65,16,859,849,539,893,320,-44,323.01
65,17,209,492,-205,505,414,-13,414.20
65,9,1539,576,1288,577,251,-1,251.00
65,18,1107,455,798,449,309,6,309.06
65,19,1352,933,1095,978,257,-45,260.91
65,20,1615,578,1373,578,242,0,242.00
65,21,1834,854,1632,882,202,-28,203.93
65,22,1602,484,1355,473,247,11,247.24
66,1,1128,572,827,579,301,-7,301.08
66,2,1495,698,1245,714,250,-16,250.51
66,3,1028,783,725,816,303,-33,304.79
66,4,1207,587,917,594,290,-7,290.08
66,5,501,638,128,663,373,-25,373.84
66,6,712,481,357,484,355,-3,355.01
66,7,675,576,320,591,355,-15,355.32
66,8,1620,874,1393,908,227,-34,229.53
66,11,837,465,496,464,341,1,341.00
66,13,1167,462,866,456,301,6,301.06
66,16,859,849,539,893,320,-44,323.01
66,17,207,492,-207,505,414,-13,414.20
66,9,1536,575,1285,576,251,-1,251.00
66,18,1105,455,796,449,309,6,309.06
66,19,1352,933,1095,978,257,-45,260.91
66,20,1614,578,1372,578,242,0,242.00
66,21,1831,855,1628,883,203,-28,204.92
66,22,1600,483,1352,472,248,11,248.24
67,1,1126,572,825,579,301,-7,301.08
67,2,1495,698,1244,714,251,-16,251.51
67,3,1027,783,724,816,303,-33,304.79
67,4,1206,586,915,593,291,-7,291.08
67,5,500,638,126,663,374,-25,374.83
67,6,711,480,356,483,355,-3,355.01
67,7,675,575,320,590,355,-15,355.32
67,8,1620,875,1393,909,227,-34,229.53
67,11,837,464,496,463,341,1,341.00
67,13,1164,461,862,454,302,7,302.08
67,16,859,849,539,893,320,-44,323.01
67,17,207,493,-208,506,415,-13,415.20
67,9,1533,574,1281,575,252,-1,252.00
67,18,1102,455,793,449,309,6,309.06
67,19,1353,933,1096,978,257,-45,260.91
67,20,1613,578,1371,578,242,0,242.00
67,21,1828,855,1625,883,203,-28,204.92
67,22,1599,483,1351,472,248,11,248.24
68,1,1124,571,822,578,302,-7,302.08
68,2,1493,698,1242,714,251,-16,251.51
68,3,1026,782,722,815,304,-33,305.79
68,4,1204,585,913,592,291,-7,291.08
68,5,499,638,125,663,374,-25,374.83
68,6,711,480,355,483,356,-3,356.01
68,7,675,574,319,589,356,-15,356.32
68,8,1620,876,1393,910,227,-34,229.53
68,11,836,462,495,461,341,1,341.00
68,13,1163,461,861,455,302,6,302.06
68,16,860,849,539,893,321,-44,324.00
68,17,208,493,-207,506,415,-13,415.20
68,9,1531,573,1279,574,252,-1,252.00
68,18,1099,454,789,448,310,6,310.06
68,19,1354,933,1097,978,257,-45,260.91
68,20,1611,577,1369,577,242,0,242.00
68,21,1827,855,1624,883,203,-28,204.92
68,22,1597,482,1348,471,249,11,249.24
69,1,1122,570,820,577,302,-7,302.08
69,2,1492,697,1241,713,251,-16,251.51
69,3,1024,782,720,815,304,-33,305.79
69,4,1202,584,910,591,292,-7,292.08
69,5,498,638,124,663,374,-25,374.83
69,6,710,481,354,484,356,-3,356.01
69,7,675,575,319,590,356,-15,356.32
69,8,1621,877,1394,911,227,-34,229.53
69,11,836,462,495,461,341,1,341.00
69,13,1160,461,858,455,302,6,302.06
69,16,860,849,539,893,321,-44,324.00
69,17,209,493,-206,506,415,-13,415.20
69,9,1526,572,1273,573,253,-1,253.00
69,18,1097,453,787,447,310,6,310.06
69,19,1354,933,1097,978,257,-45,260.91
69,20,1610,576,1367,576,243,0,243.00
69,21,1824,855,1620,884,204,-29,206.05
69,22,1595,483,1346,472,249,11,249.24
70,1,1119,567,817,574,302,-7,302.08
70,2,1490,696,1239,712,251,-16,251.51
70,3,1022,782,718,815,304,-33,305.79
70,4,1201,581,910,588,291,-7,291.08
70,5,497,638,123,663,374,-25,374.83
70,6,708,479,352,482,356,-3,356.01
70,7,675,574,320,589,355,-15,355.32
70,8,1620,878,1393,913,227,-35,229.68
70,11,836,462,495,461,341,1,341.00
70,13,1156,460,854,454,302,6,302.06
70,16,860,849,540,893,320,-44,323.01
70,17,209,493,-205,506,414,-13,414.20
70,9,1523,572,1270,573,253,-1,253.00
70,18,1094,453,784,447,310,6,310.06
70,19,1354,934,1097,980,257,-46,261.08
70,20,1608,575,1366,575,242,0,242.00
70,21,1819,855,1615,884,204,-29,206.05
70,22,1591,483,1342,472,249,11,249.24
71,1,1117,566,815,573,302,-7,302.08
71,2,1488,695,1237,711,251,-16,251.51
71,3,1020,782,716,815,304,-33,305.79
71,4,1198,580,906,587,292,-7,292.08
71,5,495,639,121,664,374,-25,374.83
71,6,707,479,351,482,356,-3,356.01
71,7,675,573,320,588,355,-15,355.32
71,8,1620,879,1393,914,227,-35,229.68
71,11,836,461,495,460,341,1,341.00
71,13,1154,461,851,455,303,6,303.06
71,16,860,850,540,894,320,-44,323.01
71,17,209,493,-205,506,414,-13,414.20
71,9,1521,571,1268,572,253,-1,253.00
71,18,1092,452,782,446,310,6,310.06
71,19,1354,933,1097,978,257,-45,260.91
71,20,1606,575,1363,575,243,0,243.00
71,21,1814,855,1609,884,205,-29,207.04
71,22,1589,482,1340,471,249,11,249.24
72,1,1115,564,813,570,302,-6,302.06
72,2,1486,695,1234,711,252,-16,252.51
72,3,1019,782,715,815,304,-33,305.79
72,4,1196,580,904,587,292,-7,292.08
72,5,494,640,120,666,374,-26,374.90
72,6,706,478,350,481,356,-3,356.01
72,7,675,572,320,587,355,-15,355.32
72,8,1620,879,1393,914,227,-35,229.68
72,11,834,461,493,460,341,1,341.00
72,16,861,850,541,894,320,-44,323.01
72,17,209,493,-205,506,414,-13,414.20
72,9,1518,571,1265,572,253,-1,253.00
72,18,1090,451,779,445,311,6,311.06
72,19,1354,934,1098,980,256,-46,260.10
72,20,1604,575,1361,575,243,0,243.00
72,21,1809,854,1604,883,205,-29,207.04
72,22,1587,481,1338,470,249,11,249.24
73,1,1113,563,811,569,302,-6,302.06
73,2,1483,695,1231,711,252,-16,252.51
73,3,1017,781,713,814,304,-33,305.79
73,4,1194,579,902,586,292,-7,292.08
73,5,494,641,120,667,374,-26,374.90
73,6,704,477,348,480,356,-3,356.01
73,7,676,571,321,585,355,-14,355.28
73,8,1619,880,1392,915,227,-35,229.68
73,11,833,460,492,459,341,1,341.00
73,16,861,851,541,895,320,-44,323.01
73,17,209,493,-205,506,414,-13,414.20
73,9,1513,571,1259,572,254,-1,254.00
73,18,1088,450,777,444,311,6,311.06
73,19,1354,934,1098,980,256,-46,260.10
73,20,1601,576,1358,576,243,0,243.00
73,21,1807,854,1602,883,205,-29,207.04
73,22,1584,480,1335,469,249,11,249.24
74,1,1111,562,808,568,303,-6,303.06
74,2,1480,695,1228,711,252,-16,252.51
74,3,1016,780,712,813,304,-33,305.79
74,4,1192,579,900,586,292,-7,292.08
74,5,493,641,119,667,374,-26,374.90
74,6,702,477,346,480,356,-3,356.01
74,7,676,570,321,584,355,-14,355.28
74,8,1618,880,1391,915,227,-35,229.68
74,11,831,460,490,459,341,1,341.00
74,16,862,850,543,894,319,-44,322.02
74,17,210,493,-204,506,414,-13,414.20
74,9,1509,571,1255,572,254,-1,254.00
74,18,1085,450,774,444,311,6,311.06
74,19,1354,934,1098,979,256,-45,259.92
74,20,1598,576,1355,576,243,0,243.00
74,21,1804,854,1598,883,206,-29,208.03
74,22,1581,479,1331,468,250,11,250.24
74,13,1144,457,840,450,304,7,304.08
75,1,1108,561,805,567,303,-6,303.06
75,2,1478,694,1226,709,252,-15,252.45
75,3,1015,780,711,813,304,-33,305.79
75,4,1190,578,898,585,292,-7,292.08
75,5,493,642,119,668,374,-26,374.90
75,6,700,476,344,479,356,-3,356.01
75,7,676,570,321,584,355,-14,355.28
75,8,1618,881,1391,916,227,-35,229.68
75,11,830,459,489,458,341,1,341.00
75,16,863,851,544,895,319,-44,322.02
75,17,211,493,-203,506,414,-13,414.20
75,9,1505,570,1250,571,255,-1,255.00
75,18,1085,450,774,444,311,6,311.06
75,19,1354,934,1098,979,256,-45,259.92
75,20,1596,575,1352,575,244,0,244.00
75,21,1799,854,1593,883,206,-29,208.03
75,22,1579,479,1329,468,250,11,250.24
75,13,1142,457,838,450,304,7,304.08
76,1,1105,560,801,566,304,-6,304.06
76,2,1474,696,1221,712,253,-16,253.51
76,3,1014,779,709,812,305,-33,306.78
76,4,1188,577,895,584,293,-7,293.08
76,5,492,642,118,667,374,-25,374.83
76,6,699,476,342,479,357,-3,357.01
76,7,677,570,322,584,355,-14,355.28
76,8,1617,881,1390,916,227,-35,229.68
76,11,828,458,486,457,342,1,342.00
76,16,865,852,546,896,319,-44,322.02
76,17,212,493,-202,506,414,-13,414.20
76,9,1501,569,1246,570,255,-1,255.00
76,18,1083,450,772,444,311,6,311.06
76,19,1354,934,1098,979,256,-45,259.92
76,20,1594,575,1350,575,244,0,244.00
76,21,1795,854,1588,883,207,-29,209.02
76,22,1577,478,1327,467,250,11,250.24
76,13,1141,457,837,450,304,7,304.08
77,1,1102,559,798,565,304,-6,304.06
77,2,1472,696,1219,712,253,-16,253.51
77,3,1014,779,709,812,305,-33,306.78
77,4,1187,576,894,582,293,-6,293.06
77,5,492,642,118,667,374,-25,374.83
77,6,698,476,341,479,357,-3,357.01
77,7,678,570,323,584,355,-14,355.28
77,8,1617,882,1390,917,227,-35,229.68
77,11,827,458,485,456,342,2,342.01
77,16,866,852,547,895,319,-43,321.89
77,17,212,493,-202,505,414,-12,414.17
77,9,1498,569,1242,570,256,-1,256.00
77,18,1081,450,769,443,312,7,312.08
77,19,1355,934,1099,979,256,-45,259.92
77,20,1592,575,1348,575,244,0,244.00
77,21,1793,855,1586,884,207,-29,209.02
77,22,1576,478,1325,467,251,11,251.24
77,13,1140,457,836,450,304,7,304.08
78,1,1099,559,794,565,305,-6,305.06
78,2,1471,696,1218,711,253,-15,253.44
78,3,1013,779,708,811,305,-32,306.67
78,4,1186,575,892,581,294,-6,294.06
78,5,492,642,118,667,374,-25,374.83
78,6,698,476,341,478,357,-2,357.01
78,7,680,571,325,585,355,-14,355.28
78,8,1617,882,1390,917,227,-35,229.68
78,11,825,459,482,457,343,2,343.01
78,16,868,852,549,895,319,-43,321.89
78,17,213,494,-201,506,414,-12,414.17
78,9,1494,567,1237,567,257,0,257.00
78,18,1079,450,767,443,312,7,312.08
78,19,1355,934,1098,979,257,-45,260.91
78,20,1591,575,1346,575,245,0,245.00
78,21,1792,854,1585,883,207,-29,209.02
78,22,1574,478,1323,467,251,11,251.24
78,13,1138,457,833,450,305,7,305.08
79,1,1096,558,791,563,305,-5,305.04
79,2,1471,696,1218,711,253,-15,253.44
79,3,1011,779,706,811,305,-32,306.67
79,4,1184,574,890,580,294,-6,294.06
79,5,491,642,117,667,374,-25,374.83
79,6,697,477,340,479,357,-2,357.01
79,7,679,571,324,585,355,-14,355.28
79,8,1617,882,1390,916,227,-34,229.53
79,11,823,459,480,457,343,2,343.01
79,16,869,853,550,896,319,-43,321.89
79,17,214,494,-200,506,414,-12,414.17
79,9,1490,566,1233,566,257,0,257.00
79,18,1077,450,765,443,312,7,312.08
79,19,1355,934,1099,979,256,-45,259.92
79,20,1590,574,1345,573,245,1,245.00
79,21,1791,854,1584,883,207,-29,209.02
79,22,1570,477,1319,466,251,11,251.24
79,13,1137,456,832,449,305,7,305.08
80,1,1094,557,789,562,305,-5,305.04
80,2,1469,696,1216,711,253,-15,253.44
80,3,1010,778,705,810,305,-32,306.67
80,4,1182,573,888,579,294,-6,294.06
80,5,491,642,117,667,374,-25,374.83
80,6,695,477,338,479,357,-2,357.01
80,7,679,570,324,583,355,-13,355.24
80,8,1616,882,1389,916,227,-34,229.53
80,11,822,458,479,456,343,2,343.01
80,16,870,853,551,896,319,-43,321.89
80,17,215,496,-198,508,413,-12,413.17
80,9,1487,565,1230,565,257,0,257.00
80,18,1075,450,763,443,312,7,312.08
80,19,1355,934,1099,979,256,-45,259.92
80,20,1589,573,1344,572,245,1,245.00
80,21,1789,854,1582,882,207,-28,208.89
80,22,1567,477,1315,466,252,11,252.24
80,13,1136,456,831,449,305,7,305.08
81,1,1091,555,785,560,306,-5,306.04
81,2,1468,695,1214,710,254,-15,254.44
81,3,1008,777,702,809,306,-32,307.67
81,4,1181,572,887,578,294,-6,294.06
81,5,491,643,117,668,374,-25,374.83
81,6,694,477,336,479,358,-2,358.01
81,7,679,568,324,581,355,-13,355.24
81,8,1616,882,1389,916,227,-34,229.53
81,11,820,459,477,457,343,2,343.01
81,16,871,852,552,895,319,-43,321.89
81,17,216,496,-198,508,414,-12,414.17
81,9,1485,566,1227,566,258,0,258.00
81,18,1073,449,760,442,313,7,313.08
81,19,1355,934,1099,979,256,-45,259.92
81,20,1588,573,1343,572,245,1,245.00
81,21,1787,854,1579,883,208,-29,210.01
81,22,1565,477,1313,466,252,11,252.24
81,13,1135,456,830,449,305,7,305.08
82,1,1089,555,783,560,306,-5,306.04
82,2,1467,696,1213,711,254,-15,254.44
82,3,1007,778,701,810,306,-32,307.67
82,4,1181,571,887,577,294,-6,294.06
82,5,491,644,116,669,375,-25,375.83
82,6,693,477,335,479,358,-2,358.01
82,7,679,568,324,581,355,-13,355.24
82,8,1616,881,1388,915,228,-34,230.52
82,11,820,459,477,457,343,2,343.01
82,16,873,853,554,896,319,-43,321.89
82,17,216,496,-198,508,414,-12,414.17
82,9,1483,566,1225,566,258,0,258.00
82,18,1072,448,759,441,313,7,313.08
82,19,1355,934,1098,978,257,-44,260.74
82,20,1587,572,1342,571,245,1,245.00
82,21,1785,853,1577,881,208,-28,209.88
82,22,1563,476,1310,465,253,11,253.24
82,13,1134,456,829,449,305,7,305.08
83,1,1087,554,780,559,307,-5,307.04
83,2,1464,695,1209,710,255,-15,255.44
83,3,1004,778,697,810,307,-32,308.66
83,4,1180,571,885,577,295,-6,295.06
83,5,492,645,117,670,375,-25,375.83
83,6,693,477,335,479,358,-2,358.01
83,7,678,567,322,580,356,-13,356.24
83,8,1615,880,1387,914,228,-34,230.52
83,11,819,460,475,458,344,2,344.01
83,16,875,852,556,895,319,-43,321.89
83,17,217,496,-197,508,414,-12,414.17
83,9,1481,567,1222,567,259,0,259.00
83,18,1070,447,756,440,314,7,314.08
83,19,1356,934,1099,978,257,-44,260.74
