frame,id,raw_x,raw_y,comp_x,comp_y,dx,dy,dist
83,20,1584,572,1338,571,246,1,246.00
83,21,1783,852,1574,880,209,-28,210.87
83,22,1562,476,1309,465,253,11,253.24
83,13,1134,455,828,448,306,7,306.08
84,1,1085,555,778,560,307,-5,307.04
84,2,1460,696,1205,711,255,-15,255.44
84,3,1001,777,694,809,307,-32,308.66
84,4,1179,571,884,577,295,-6,295.06
84,5,493,646,119,671,374,-25,374.83
84,6,692,477,334,479,358,-2,358.01
84,7,678,566,322,579,356,-13,356.24
84,8,1614,880,1386,914,228,-34,230.52
84,11,818,460,474,458,344,2,344.01
84,16,876,852,558,895,318,-43,320.89
84,17,218,496,-196,508,414,-12,414.17
84,9,1480,566,1221,566,259,0,259.00
84,18,1069,447,755,440,314,7,314.08
84,19,1356,934,1100,978,256,-44,259.75
84,20,1582,570,1336,569,246,1,246.00
84,21,1780,852,1571,880,209,-28,210.87
84,22,1560,476,1307,465,253,11,253.24
84,13,1133,453,827,446,306,7,306.08
85,1,1083,554,776,559,307,-5,307.04
85,2,1458,696,1203,711,255,-15,255.44
85,3,1000,778,693,810,307,-32,308.66
85,4,1178,569,883,574,295,-5,295.04
85,5,493,647,119,672,374,-25,374.83
85,6,691,477,333,479,358,-2,358.01
85,7,678,566,322,579,356,-13,356.24
85,8,1614,880,1386,914,228,-34,230.52
85,11,817,460,473,458,344,2,344.01
85,16,877,852,559,895,318,-43,320.89
85,17,219,496,-195,508,414,-12,414.17
85,9,1478,566,1219,566,259,0,259.00
85,18,1068,447,754,440,314,7,314.08
85,19,1356,933,1099,977,257,-44,260.74
85,20,1581,570,1335,569,246,1,246.00
85,21,1778,851,1569,879,209,-28,210.87
85,22,1559,475,1306,463,253,12,253.28
85,13,1131,454,825,447,306,7,306.08
86,1,1080,552,772,557,308,-5,308.04
86,2,1456,696,1200,712,256,-16,256.50
86,3,999,778,692,810,307,-32,308.66
86,4,1178,568,883,573,295,-5,295.04
86,5,497,649,123,674,374,-25,374.83
86,6,689,477,330,479,359,-2,359.01
86,7,678,566,322,579,356,-13,356.24
86,8,1613,880,1385,914,228,-34,230.52
86,16,878,852,559,895,319,-43,321.89
86,17,220,496,-194,508,414,-12,414.17
86,9,1477,567,1218,567,259,0,259.00
86,18,1067,448,753,441,314,7,314.08
86,19,1356,934,1099,978,257,-44,260.74
86,20,1579,570,1332,569,247,1,247.00
86,21,1775,851,1565,879,210,-28,211.86
86,22,1558,475,1304,463,254,12,254.28
86,13,1130,454,824,447,306,7,306.08
87,1,1078,551,769,556,309,-5,309.04
87,2,1454,695,1198,710,256,-15,256.44
87,3,999,778,691,810,308,-32,309.66
87,4,1178,567,882,572,296,-5,296.04
87,5,499,650,125,675,374,-25,374.83
87,6,687,476,327,478,360,-2,360.01
87,7,679,566,323,579,356,-13,356.24
87,8,1614,881,1386,915,228,-34,230.52
87,16,880,852,561,895,319,-43,321.89
87,9,1477,566,1217,566,260,0,260.00
87,18,1065,448,750,441,315,7,315.08
87,19,1356,934,1099,978,257,-44,260.74
87,20,1577,569,1330,568,247,1,247.00
87,21,1774,852,1564,880,210,-28,211.86
87,22,1556,475,1302,464,254,11,254.24
87,13,1130,453,823,446,307,7,307.08
88,1,1076,550,767,555,309,-5,309.04
88,2,1452,695,1195,710,257,-15,257.44
88,3,997,777,689,809,308,-32,309.66
88,4,1178,566,882,571,296,-5,296.04
88,5,500,650,125,675,375,-25,375.83
88,6,685,476,325,478,360,-2,360.01
88,7,679,566,322,579,357,-13,357.24
88,8,1614,881,1385,915,229,-34,231.51
88,16,882,853,563,896,319,-43,321.89
88,9,1476,565,1216,565,260,0,260.00
88,18,1064,448,748,441,316,7,316.08
88,19,1356,934,1098,978,258,-44,261.73
88,20,1574,569,1326,568,248,1,248.00
88,21,1771,852,1560,880,211,-28,212.85
88,22,1555,474,1300,462,255,12,255.28
88,13,1129,453,822,446,307,7,307.08
89,1,1075,549,765,554,310,-5,310.04
89,2,1449,696,1191,712,258,-16,258.50
89,3,995,777,686,809,309,-32,310.65
89,4,1178,565,881,570,297,-5,297.04
89,5,501,651,126,676,375,-25,375.83
89,6,683,476,322,478,361,-2,361.01
89,7,679,566,322,579,357,-13,357.24
89,8,1614,882,1385,916,229,-34,231.51
89,16,883,853,564,896,319,-43,321.89
89,9,1475,565,1214,565,261,0,261.00
89,18,1063,446,747,439,316,7,316.08
89,19,1357,934,1099,978,258,-44,261.73
89,20,1571,569,1322,568,249,1,249.00
89,21,1767,852,1555,881,212,-29,213.97
89,22,1553,474,1298,462,255,12,255.28
89,13,1129,453,821,446,308,7,308.08
89,11,811,459,465,457,346,2,346.01
90,1,1073,549,763,553,310,-4,310.03
90,2,1447,695,1189,710,258,-15,258.44
90,3,995,776,686,808,309,-32,310.65
90,4,1178,565,881,570,297,-5,297.04
90,5,504,650,129,675,375,-25,375.83
90,6,682,476,321,478,361,-2,361.01
90,7,679,566,321,579,358,-13,358.24
90,8,1615,882,1386,916,229,-34,231.51
90,16,885,855,566,897,319,-42,321.75
90,9,1474,565,1213,565,261,0,261.00
90,18,1062,445,745,438,317,7,317.08
90,19,1357,934,1099,978,258,-44,261.73
90,20,1569,569,1320,568,249,1,249.00
90,21,1765,852,1553,880,212,-28,213.84
90,22,1552,474,1296,462,256,12,256.28
90,13,1127,453,819,446,308,7,308.08
90,11,810,459,463,457,347,2,347.01
91,1,1072,547,761,551,311,-4,311.03
91,2,1446,696,1187,711,259,-15,259.43
91,3,994,776,684,808,310,-32,311.65
91,4,1177,565,880,570,297,-5,297.04
91,5,506,650,131,675,375,-25,375.83
91,6,681,476,319,478,362,-2,362.01
91,7,679,565,321,577,358,-12,358.20
91,8,1615,881,1386,915,229,-34,231.51
91,16,887,855,568,897,319,-42,321.75
91,9,1474,565,1213,565,261,0,261.00
91,18,1061,444,744,437,317,7,317.08
91,19,1358,934,1100,978,258,-44,261.73
91,20,1568,570,1318,569,250,1,250.00
91,21,1763,852,1550,880,213,-28,214.83
91,22,1551,474,1295,462,256,12,256.28
91,13,1127,453,818,446,309,7,309.08
91,11,810,459,463,457,347,2,347.01
92,1,1071,547,759,551,312,-4,312.03
92,2,1446,696,1187,711,259,-15,259.43
92,3,992,776,681,808,311,-32,312.64
92,4,1177,565,879,570,298,-5,298.04
92,5,508,649,133,674,375,-25,375.83
92,6,681,476,319,478,362,-2,362.01
92,7,679,566,321,578,358,-12,358.20
92,8,1616,881,1386,915,230,-34,232.50
92,16,890,855,571,897,319,-42,321.75
92,9,1474,565,1212,565,262,0,262.00
92,18,1059,445,741,438,318,7,318.08
92,19,1358,934,1099,978,259,-44,262.71
92,20,1568,571,1318,570,250,1,250.00
92,21,1762,853,1549,881,213,-28,214.83
92,22,1549,474,1292,462,257,12,257.28
92,13,1126,452,817,444,309,8,309.10
92,11,809,459,461,457,348,2,348.01
92,23,1483,488,1219,479,264,9,264.15
93,1,1069,547,757,551,312,-4,312.03
93,2,1445,696,1186,711,259,-15,259.43
93,3,989,775,678,806,311,-31,312.54
93,4,1176,566,878,571,298,-5,298.04
93,5,509,649,134,673,375,-24,375.77
93,6,680,476,317,478,363,-2,363.01
93,7,679,566,320,578,359,-12,359.20
93,8,1616,881,1386,915,230,-34,232.50
93,16,892,855,573,897,319,-42,321.75
93,9,1474,564,1212,564,262,0,262.00
93,19,1358,934,1099,978,259,-44,262.71
93,20,1567,570,1316,569,251,1,251.00
93,21,1762,853,1548,881,214,-28,215.82
93,22,1547,474,1290,462,257,12,257.28
93,13,1125,451,815,443,310,8,310.10
93,11,808,459,460,457,348,2,348.01
93,23,1483,490,1219,481,264,9,264.15
94,1,1065,548,752,552,313,-4,313.03
94,2,1444,696,1184,711,260,-15,260.43
94,3,987,775,676,806,311,-31,312.54
94,4,1176,566,878,571,298,-5,298.04
94,5,510,650,135,674,375,-24,375.77
94,6,679,476,316,478,363,-2,363.01
94,7,679,566,320,578,359,-12,359.20
94,8,1616,881,1386,915,230,-34,232.50
94,16,894,855,575,897,319,-42,321.75
94,9,1474,564,1212,564,262,0,262.00
94,19,1358,934,1099,978,259,-44,262.71
94,20,1565,568,1314,567,251,1,251.00
94,21,1761,853,1547,881,214,-28,215.82
94,22,1545,474,1287,462,258,12,258.28
94,13,1124,451,814,443,310,8,310.10
94,11,807,460,459,458,348,2,348.01
94,23,1483,490,1218,481,265,9,265.15
95,1,1061,547,748,551,313,-4,313.03
95,2,1442,695,1182,710,260,-15,260.43
95,3,985,776,673,807,312,-31,313.54
95,4,1175,566,877,570,298,-4,298.03
95,5,511,650,136,674,375,-24,375.77
95,6,677,475,314,477,363,-2,363.01
95,7,678,567,319,579,359,-12,359.20
95,8,1615,882,1385,916,230,-34,232.50
95,16,895,855,576,896,319,-41,321.62
95,9,1474,564,1212,564,262,0,262.00
95,19,1358,934,1099,977,259,-43,262.55
95,20,1564,568,1313,567,251,1,251.00
95,21,1759,853,1545,881,214,-28,215.82
95,22,1544,474,1286,462,258,12,258.28
95,13,1124,452,814,444,310,8,310.10
95,11,807,460,459,458,348,2,348.01
95,23,1482,490,1217,481,265,9,265.15
96,1,1057,545,743,549,314,-4,314.03
96,2,1441,694,1181,709,260,-15,260.43
96,3,983,776,671,807,312,-31,313.54
96,4,1175,566,876,570,299,-4,299.03
96,5,511,651,136,675,375,-24,375.77
96,6,676,476,312,478,364,-2,364.01
96,7,678,567,319,579,359,-12,359.20
96,8,1615,883,1385,917,230,-34,232.50
96,16,897,855,578,896,319,-41,321.62
96,9,1474,565,1212,565,262,0,262.00
96,19,1358,934,1099,977,259,-43,262.55
96,20,1563,567,1312,566,251,1,251.00
96,21,1757,853,1543,881,214,-28,215.82
96,22,1542,473,1284,461,258,12,258.28
96,13,1123,451,813,443,310,8,310.10
96,11,806,461,458,459,348,2,348.01
96,23,1483,490,1218,481,265,9,265.15
97,1,1054,544,740,548,314,-4,314.03
97,2,1438,694,1177,709,261,-15,261.43
97,3,980,776,667,807,313,-31,314.53
97,4,1176,564,877,568,299,-4,299.03
97,5,512,651,137,675,375,-24,375.77
97,6,675,476,311,478,364,-2,364.01
97,7,678,567,319,579,359,-12,359.20
97,8,1616,883,1386,916,230,-33,232.36
97,16,899,855,580,896,319,-41,321.62
97,9,1474,564,1212,564,262,0,262.00
97,19,1358,934,1099,977,259,-43,262.55
97,20,1562,567,1310,566,252,1,252.00
97,21,1754,853,1539,881,215,-28,216.82
97,22,1541,472,1282,460,259,12,259.28
97,13,1123,452,813,444,310,8,310.10
97,11,806,461,458,459,348,2,348.01
97,23,1483,489,1218,480,265,9,265.15
98,1,1052,543,737,547,315,-4,315.03
98,2,1436,694,1175,709,261,-15,261.43
98,3,976,775,663,806,313,-31,314.53
98,4,1175,563,876,567,299,-4,299.03
98,5,512,652,137,676,375,-24,375.77
98,6,674,477,310,479,364,-2,364.01
98,7,678,567,319,579,359,-12,359.20
98,8,1616,883,1386,916,230,-33,232.36
98,16,901,855,583,896,318,-41,320.63
98,9,1473,564,1211,564,262,0,262.00
98,19,1358,934,1099,977,259,-43,262.55
98,20,1560,567,1308,566,252,1,252.00
98,21,1752,852,1537,880,215,-28,216.82
98,22,1538,471,1279,459,259,12,259.28
98,13,1122,451,812,443,310,8,310.10
98,11,805,461,456,459,349,2,349.01
98,23,1482,489,1217,480,265,9,265.15
99,1,1050,543,735,546,315,-3,315.01
99,2,1434,694,1173,709,261,-15,261.43
99,3,974,775,661,806,313,-31,314.53
99,4,1175,563,876,567,299,-4,299.03
99,5,513,655,138,679,375,-24,375.77
99,6,673,476,309,478,364,-2,364.01
99,7,678,567,319,579,359,-12,359.20
99,8,1616,883,1386,916,230,-33,232.36
99,16,902,855,584,896,318,-41,320.63
99,9,1473,565,1211,565,262,0,262.00
99,19,1358,934,1099,977,259,-43,262.55
99,20,1559,567,1307,566,252,1,252.00
99,21,1751,852,1536,880,215,-28,216.82
99,13,1121,451,810,443,311,8,311.10
99,11,804,461,455,459,349,2,349.01
99,24,853,333,504,316,349,17,349.41
100,1,1047,543,732,546,315,-3,315.01
100,2,1432,695,1171,710,261,-15,261.43
100,3,971,776,658,807,313,-31,314.53
100,4,1175,563,876,567,299,-4,299.03
100,5,514,656,139,680,375,-24,375.77
100,6,671,476,307,478,364,-2,364.01
100,7,677,567,318,579,359,-12,359.20
100,8,1616,883,1386,916,230,-33,232.36
100,16,903,854,585,895,318,-41,320.63
100,9,1472,565,1210,565,262,0,262.00
100,19,1358,934,1099,977,259,-43,262.55
100,20,1556,567,1304,566,252,1,252.00
100,21,1751,853,1536,881,215,-28,216.82
100,13,1121,452,811,444,310,8,310.10
100,11,802,462,453,460,349,2,349.01
100,24,850,332,501,315,349,17,349.41
101,1,1045,542,730,545,315,-3,315.01
101,2,1430,696,1169,711,261,-15,261.43
101,3,969,775,655,806,314,-31,315.53
101,4,1175,564,877,568,298,-4,298.03
101,5,514,659,139,684,375,-25,375.83
101,6,668,476,304,478,364,-2,364.01
101,7,676,567,317,579,359,-12,359.20
101,8,1616,884,1386,917,230,-33,232.36
101,16,905,854,587,895,318,-41,320.63
101,9,1472,566,1210,566,262,0,262.00
101,19,1358,934,1099,977,259,-43,262.55
101,20,1554,566,1302,564,252,2,252.01
101,21,1748,853,1533,881,215,-28,216.82
101,13,1120,453,810,445,310,8,310.10
101,11,801,461,452,459,349,2,349.01
101,24,848,332,499,315,349,17,349.41
101,17,243,499,-171,510,414,-11,414.15
102,1,1042,541,726,544,316,-3,316.01
102,2,1426,696,1164,711,262,-15,262.43
102,3,967,775,653,806,314,-31,315.53
102,4,1175,564,877,568,298,-4,298.03
102,5,515,661,141,686,374,-25,374.83
102,6,666,476,301,478,365,-2,365.01
102,7,676,568,317,580,359,-12,359.20
102,8,1617,884,1388,917,229,-33,231.37
102,16,907,854,590,895,317,-41,319.64
102,9,1472,566,1210,566,262,0,262.00
102,19,1358,935,1099,978,259,-43,262.55
102,20,1551,566,1299,564,252,2,252.01
102,21,1746,853,1531,881,215,-28,216.82
102,13,1120,453,810,445,310,8,310.10
102,11,798,461,449,459,349,2,349.01
102,24,845,333,496,316,349,17,349.41
102,25,1449,475,1180,465,269,10,269.19
102,17,244,499,-170,509,414,-10,414.12
103,1,1039,541,723,544,316,-3,316.01
103,2,1424,696,1162,711,262,-15,262.43
103,3,965,774,651,805,314,-31,315.53
103,4,1175,564,877,568,298,-4,298.03
103,5,516,661,142,686,374,-25,374.83
103,6,665,476,300,478,365,-2,365.01
103,7,676,568,317,580,359,-12,359.20
103,8,1618,885,1389,918,229,-33,231.37
103,16,909,854,592,895,317,-41,319.64
103,9,1472,566,1210,566,262,0,262.00
103,19,1358,935,1099,978,259,-43,262.55
103,20,1549,567,1296,566,253,1,253.00
103,21,1743,853,1528,881,215,-28,216.82
103,13,1120,453,810,445,310,8,310.10
103,11,797,461,448,459,349,2,349.01
103,24,842,334,492,317,350,17,350.41
103,25,1446,476,1177,466,269,10,269.19
103,17,245,500,-169,511,414,-11,414.15
104,1,1036,541,720,544,316,-3,316.01
104,2,1423,697,1161,712,262,-15,262.43
104,3,962,773,648,804,314,-31,315.53
104,4,1174,564,876,568,298,-4,298.03
104,5,516,661,142,686,374,-25,374.83
104,6,663,476,298,478,365,-2,365.01
104,7,675,567,316,579,359,-12,359.20
104,8,1618,884,1389,917,229,-33,231.37
104,16,910,854,593,895,317,-41,319.64
104,9,1472,566,1210,566,262,0,262.00
104,19,1358,935,1100,978,258,-43,261.56
104,20,1548,566,1295,564,253,2,253.01
104,21,1739,853,1523,881,216,-28,217.81
104,13,1119,453,809,445,310,8,310.10
104,11,795,462,446,460,349,2,349.01
104,24,840,333,490,316,350,17,350.41
104,25,1444,477,1175,467,269,10,269.19
104,17,246,500,-167,511,413,-11,413.15
105,1,1032,539,715,542,317,-3,317.01
105,2,1422,697,1160,712,262,-15,262.43
105,3,960,773,646,804,314,-31,315.53
105,4,1174,565,876,569,298,-4,298.03
105,5,517,661,143,686,374,-25,374.83
105,6,662,476,297,478,365,-2,365.01
105,7,675,567,316,579,359,-12,359.20
105,8,1618,884,1389,917,229,-33,231.37
105,16,911,854,594,894,317,-40,319.51
105,9,1472,567,1210,567,262,0,262.00
105,19,1358,934,1100,977,258,-43,261.56
105,20,1547,566,1294,564,253,2,253.01
105,21,1736,853,1520,881,216,-28,217.81
105,13,1118,454,808,446,310,8,310.10
105,11,794,462,445,460,349,2,349.01
105,24,838,334,488,317,350,17,350.41
105,17,247,500,-166,510,413,-10,413.12
105,22,1526,469,1266,457,260,12,260.28
106,1,1030,538,713,541,317,-3,317.01
106,2,1422,697,1161,712,261,-15,261.43
106,3,957,773,642,804,315,-31,316.52
106,4,1174,565,876,569,298,-4,298.03
106,5,518,661,145,685,373,-24,373.77
106,6,661,476,296,477,365,-1,365.00
106,7,674,567,315,579,359,-12,359.20
106,8,1619,884,1390,917,229,-33,231.37
106,16,912,853,596,893,316,-40,318.52
106,9,1472,567,1211,567,261,0,261.00
106,19,1358,934,1100,977,258,-43,261.56
106,20,1546,566,1294,564,252,2,252.01
106,21,1733,853,1517,881,216,-28,217.81
106,13,1117,454,807,446,310,8,310.10
106,11,793,462,444,460,349,2,349.01
106,24,836,334,486,317,350,17,350.41
106,17,248,500,-165,510,413,-10,413.12
106,22,1524,469,1264,457,260,12,260.28
107,1,1028,537,711,540,317,-3,317.01
107,2,1420,697,1158,712,262,-15,262.43
107,3,954,773,639,804,315,-31,316.52
107,4,1174,565,876,569,298,-4,298.03
107,5,520,661,147,685,373,-24,373.77
107,6,660,476,295,477,365,-1,365.00
107,7,674,568,315,580,359,-12,359.20
107,8,1620,884,1392,917,228,-33,230.38
107,16,912,854,596,894,316,-40,318.52
107,9,1472,567,1211,567,261,0,261.00
107,19,1358,934,1100,977,258,-43,261.56
107,20,1545,566,1293,564,252,2,252.01
107,21,1731,854,1515,882,216,-28,217.81
107,13,1116,454,806,446,310,8,310.10
107,11,792,463,443,461,349,2,349.01
107,24,834,334,484,317,350,17,350.41
107,17,249,500,-164,510,413,-10,413.12
107,22,1523,468,1263,456,260,12,260.28
107,18,1041,440,721,432,320,8,320.10
108,1,1025,537,708,540,317,-3,317.01
108,2,1419,697,1157,712,262,-15,262.43
108,3,952,773,637,804,315,-31,316.52
108,4,1174,565,876,569,298,-4,298.03
108,5,521,663,148,688,373,-25,373.84
108,6,659,476,294,477,365,-1,365.00
108,7,674,567,315,578,359,-11,359.17
108,8,1621,884,1393,917,228,-33,230.38
108,16,913,854,597,894,316,-40,318.52
108,9,1472,568,1211,568,261,0,261.00
108,19,1358,934,1100,977,258,-43,261.56
108,20,1543,565,1290,563,253,2,253.01
108,21,1731,853,1515,881,216,-28,217.81
108,13,1116,453,806,445,310,8,310.10
108,11,791,464,442,462,349,2,349.01
108,24,832,334,482,317,350,17,350.41
108,17,250,500,-162,510,412,-10,412.12
108,22,1522,469,1262,457,260,12,260.28
108,18,1039,440,719,432,320,8,320.10
109,1,1022,536,705,539,317,-3,317.01
109,2,1417,697,1155,712,262,-15,262.43
109,3,949,774,634,805,315,-31,316.52
109,4,1174,565,876,569,298,-4,298.03
109,5,523,664,151,689,372,-25,372.84
109,6,659,477,294,478,365,-1,365.00
109,7,675,567,317,578,358,-11,358.17
109,8,1622,884,1394,917,228,-33,230.38
109,16,914,855,598,895,316,-40,318.52
109,9,1472,568,1211,568,261,0,261.00
109,19,1358,934,1100,977,258,-43,261.56
109,20,1542,564,1289,562,253,2,253.01
109,21,1730,853,1514,881,216,-28,217.81
109,13,1115,453,805,445,310,8,310.10
109,11,790,464,441,462,349,2,349.01
109,24,829,334,478,317,351,17,351.41
109,17,250,500,-162,510,412,-10,412.12
109,22,1521,467,1261,455,260,12,260.28
109,18,1038,439,718,431,320,8,320.10
110,1,1019,536,701,539,318,-3,318.01
110,2,1416,697,1154,712,262,-15,262.43
110,3,945,774,629,805,316,-31,317.52
110,4,1174,565,877,569,297,-4,297.03
110,5,524,666,152,691,372,-25,372.84
110,6,658,477,293,478,365,-1,365.00
110,7,675,568,317,579,358,-11,358.17
110,8,1623,884,1395,917,228,-33,230.38
110,16,916,856,601,896,315,-40,317.53
110,9,1472,568,1211,568,261,0,261.00
110,19,1358,934,1100,977,258,-43,261.56
110,20,1540,564,1287,562,253,2,253.01
110,21,1728,852,1512,880,216,-28,217.81
110,13,1114,453,804,445,310,8,310.10
110,11,789,465,440,463,349,2,349.01
110,24,827,333,476,316,351,17,351.41
110,17,251,499,-161,509,412,-10,412.12
110,22,1519,466,1259,453,260,13,260.32
110,18,1037,440,717,432,320,8,320.10
110,25,1429,480,1159,470,270,10,270.19
111,1,1017,537,699,540,318,-3,318.01
111,2,1414,697,1152,712,262,-15,262.43
111,3,941,775,625,806,316,-31,317.52
111,4,1174,565,877,569,297,-4,297.03
111,5,526,667,154,692,372,-25,372.84
111,6,658,477,294,479,364,-2,364.01
111,7,675,568,317,580,358,-12,358.20
111,8,1624,884,1397,917,227,-33,229.39
111,16,918,857,603,898,315,-41,317.66
111,9,1471,567,1210,567,261,0,261.00
111,19,1358,934,1101,977,257,-43,260.57
111,20,1539,563,1286,561,253,2,253.01
111,21,1725,852,1508,880,217,-28,218.80
111,13,1113,454,803,446,310,8,310.10
111,11,787,466,438,464,349,2,349.01
111,24,825,333,474,316,351,17,351.41
111,17,246,499,-167,509,413,-10,413.12
111,22,1518,466,1258,454,260,12,260.28
111,18,1035,439,715,431,320,8,320.10
111,25,1427,480,1157,470,270,10,270.19
112,1,1014,537,696,540,318,-3,318.01
112,2,1412,697,1150,712,262,-15,262.43
112,3,938,774,622,805,316,-31,317.52
112,4,1173,565,876,569,297,-4,297.03
112,5,526,669,155,694,371,-25,371.84
112,6,657,477,293,479,364,-2,364.01
112,7,675,568,317,580,358,-12,358.20
112,8,1625,885,1398,918,227,-33,229.39
112,16,920,857,606,898,314,-41,316.67
112,9,1471,567,1210,567,261,0,261.00
112,19,1357,934,1100,977,257,-43,260.57
112,20,1538,563,1285,561,253,2,253.01
112,21,1724,851,1508,879,216,-28,217.81
112,13,1112,454,802,446,310,8,310.10
112,11,785,466,436,464,349,2,349.01
112,24,824,333,473,316,351,17,351.41
112,17,245,499,-167,509,412,-10,412.12
112,22,1515,466,1255,454,260,12,260.28
112,18,1035,440,715,432,320,8,320.10
112,25,1425,481,1155,472,270,9,270.15
113,1,1010,536,692,539,318,-3,318.01
113,2,1410,698,1148,713,262,-15,262.43
113,3,936,775,620,806,316,-31,317.52
113,4,1173,565,876,569,297,-4,297.03
113,5,527,670,156,695,371,-25,371.84
113,6,656,477,292,479,364,-2,364.01
113,7,675,567,317,578,358,-11,358.17
113,8,1626,885,1399,918,227,-33,229.39
113,16,921,858,607,899,314,-41,316.67
113,9,1471,567,1210,567,261,0,261.00
113,19,1357,934,1100,977,257,-43,260.57
113,21,1723,851,1507,879,216,-28,217.81
113,13,1111,454,801,446,310,8,310.10
113,11,784,466,435,464,349,2,349.01
113,24,821,334,470,317,351,17,351.41
113,17,243,499,-170,509,413,-10,413.12
113,22,1513,466,1253,454,260,12,260.28
113,18,1034,440,714,432,320,8,320.10
113,25,1422,481,1151,472,271,9,271.15
114,1,1008,535,689,538,319,-3,319.01
114,2,1408,698,1146,713,262,-15,262.43
114,3,934,777,618,808,316,-31,317.52
114,4,1172,566,875,570,297,-4,297.03
114,5,528,672,157,697,371,-25,371.84
114,6,655,477,291,479,364,-2,364.01
114,7,675,568,317,579,358,-11,358.17
114,8,1627,885,1400,918,227,-33,229.39
114,16,923,858,609,898,314,-40,316.54
114,9,1471,567,1211,567,260,0,260.00
114,19,1357,934,1100,977,257,-43,260.57
114,21,1720,850,1503,878,217,-28,218.80
114,13,1110,454,800,446,310,8,310.10
114,11,783,466,434,464,349,2,349.01
114,24,820,334,469,317,351,17,351.41
114,17,243,499,-170,509,413,-10,413.12
114,22,1511,466,1251,454,260,12,260.28
114,18,1033,440,713,432,320,8,320.10
114,25,1421,483,1150,474,271,9,271.15
115,1,1005,534,686,537,319,-3,319.01
115,2,1406,698,1144,713,262,-15,262.43
115,3,932,777,616,808,316,-31,317.52
115,4,1171,566,874,570,297,-4,297.03
115,5,529,674,159,699,370,-25,370.84
115,6,655,477,291,478,364,-1,364.00
115,7,675,568,318,579,357,-11,357.17
115,8,1627,885,1401,918,226,-33,228.40
115,16,924,858,611,898,313,-40,315.55
115,9,1471,567,1211,566,260,1,260.00
115,19,1357,934,1100,977,257,-43,260.57
115,21,1717,850,1500,878,217,-28,218.80
115,13,1110,454,800,446,310,8,310.10
115,11,782,466,433,464,349,2,349.01
115,24,819,334,468,317,351,17,351.41
115,17,243,499,-169,509,412,-10,412.12
115,22,1509,467,1249,455,260,12,260.28
115,18,1032,439,712,431,320,8,320.10
115,25,1419,483,1148,474,271,9,271.15
115,20,1530,563,1277,561,253,2,253.01
116,1,1002,533,683,535,319,-2,319.01
116,2,1404,699,1142,714,262,-15,262.43
116,3,931,778,614,809,317,-31,318.51
116,4,1169,566,872,570,297,-4,297.03
116,5,530,674,160,699,370,-25,370.84
116,6,655,477,291,478,364,-1,364.00
116,7,676,569,319,580,357,-11,357.17
116,8,1628,886,1402,919,226,-33,228.40
116,16,925,859,612,899,313,-40,315.55
116,9,1471,567,1211,566,260,1,260.00
116,19,1357,934,1100,976,257,-42,260.41
116,21,1714,850,1496,878,218,-28,219.79
116,13,1109,455,799,447,310,8,310.10
116,11,782,466,433,464,349,2,349.01
116,24,818,334,467,317,351,17,351.41
116,17,243,499,-170,509,413,-10,413.12
116,22,1508,467,1248,455,260,12,260.28
116,18,1031,439,711,430,320,9,320.13
116,25,1418,484,1147,475,271,9,271.15
116,20,1527,563,1273,561,254,2,254.01
117,1,1000,533,680,535,320,-2,320.01
117,2,1403,699,1140,714,263,-15,263.43
117,3,930,778,613,809,317,-31,318.51
117,4,1169,567,871,571,298,-4,298.03
117,5,531,674,160,699,371,-25,371.84
117,6,655,478,290,479,365,-1,365.00
117,7,677,569,319,580,358,-11,358.17
117,8,1629,886,1402,919,227,-33,229.39
117,16,928,858,614,898,314,-40,316.54
117,9,1471,568,1210,567,261,1,261.00
117,19,1357,935,1100,977,257,-42,260.41
117,21,1714,850,1496,877,218,-27,219.67
117,13,1109,454,799,446,310,8,310.10
117,11,781,467,431,465,350,2,350.01
117,17,244,498,-169,507,413,-9,413.10
117,22,1507,466,1246,453,261,13,261.32
117,18,1030,438,709,429,321,9,321.13
117,25,1416,484,1145,475,271,9,271.15
117,20,1526,563,1272,561,254,2,254.01
118,1,998,533,678,535,320,-2,320.01
118,2,1403,699,1140,714,263,-15,263.43
118,3,929,778,612,809,317,-31,318.51
118,4,1168,567,870,570,298,-3,298.02
118,5,532,674,162,699,370,-25,370.84
118,6,655,478,290,479,365,-1,365.00
118,7,677,570,319,581,358,-11,358.17
118,8,1630,887,1404,920,226,-33,228.40
118,16,929,858,616,898,313,-40,315.55
118,9,1471,568,1210,567,261,1,261.00
118,19,1357,935,1100,977,257,-42,260.41
118,21,1712,851,1494,878,218,-27,219.67
118,13,1109,454,799,446,310,8,310.10
118,11,781,467,431,465,350,2,350.01
118,17,245,498,-168,507,413,-9,413.10
118,22,1505,466,1244,453,261,13,261.32
118,18,1029,439,708,430,321,9,321.13
118,25,1415,484,1144,474,271,10,271.18
118,20,1524,563,1270,561,254,2,254.01
119,1,995,532,675,534,320,-2,320.01
119,2,1401,699,1138,714,263,-15,263.43
119,3,926,777,609,808,317,-31,318.51
119,4,1168,567,871,570,297,-3,297.02
119,5,533,675,163,700,370,-25,370.84
119,6,654,477,289,478,365,-1,365.00
119,7,677,570,320,581,357,-11,357.17
119,8,1630,887,1404,920,226,-33,228.40
119,16,930,859,617,899,313,-40,315.55
119,9,1471,568,1211,567,260,1,260.00
119,19,1357,935,1100,977,257,-42,260.41
